                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    110,               0.034577,               0.028179,               0.022263,               0.027777,                0.39195,                0.37269,                0.31141,                0.18386,                0.40229,                0.36479,                0.31072,                0.18451,               0.052978,                0.02789,               0.014839,                0.04897,               0.006403,               0.006403,               0.006403
                    111,               0.035229,               0.028495,                 0.0222,                0.02618,                0.39316,                0.40151,                0.34012,                0.20693,                0.39387,                0.39252,                0.33377,                0.20447,               0.053717,               0.027179,               0.014786,               0.047856,                0.00637,                0.00637,                0.00637
                    112,               0.035124,               0.028915,               0.021884,               0.026816,                0.40975,                0.38495,                0.33723,                0.20285,                0.41524,                0.37457,                0.33096,                0.20258,                0.05425,               0.027668,               0.014644,               0.049504,               0.006337,               0.006337,               0.006337
                    113,               0.034712,               0.029347,               0.022431,               0.026938,                0.38363,                0.37515,                0.31949,                0.19404,                0.38847,                 0.3757,                 0.3187,                0.19033,               0.053115,               0.027855,               0.014903,               0.049745,               0.006304,               0.006304,               0.006304
                    114,               0.034452,                0.02819,               0.021662,               0.025669,                0.42499,                0.38496,                0.34225,                0.20833,                0.42524,                 0.3739,                0.34033,                0.20863,                0.05357,               0.027118,               0.014797,               0.046646,               0.006271,               0.006271,               0.006271
                    115,               0.034841,               0.028722,               0.021732,               0.025909,                0.40264,                0.38861,                0.32871,                0.19935,                0.40487,                0.38965,                0.32924,                 0.2003,               0.052848,               0.027521,               0.014876,               0.048349,               0.006238,               0.006238,               0.006238
                    116,               0.034848,               0.028066,               0.021973,               0.025317,                0.43335,                0.38236,                 0.3452,                0.20919,                0.43277,                0.37618,                 0.3437,                0.20726,               0.052708,                0.02722,               0.014749,               0.046759,               0.006205,               0.006205,               0.006205
                    117,               0.033119,               0.028334,               0.022076,               0.025004,                0.42754,                0.40598,                0.34352,                0.20929,                0.42271,                0.39901,                0.33906,                0.20505,               0.054045,               0.028367,               0.014678,               0.047505,               0.006172,               0.006172,               0.006172
                    118,               0.034138,                0.02777,               0.022019,               0.024602,                0.41445,                0.40062,                0.33342,                 0.1982,                0.41505,                0.39887,                0.33082,                0.19511,               0.052857,               0.027484,               0.014835,               0.048132,               0.006139,               0.006139,               0.006139
                    119,               0.033822,               0.028076,               0.021456,               0.025293,                0.43248,                0.38512,                0.34278,                0.21478,                0.44174,                0.38431,                 0.3448,                0.21234,               0.054302,                0.02796,               0.014754,               0.048591,               0.006106,               0.006106,               0.006106
                    120,               0.033456,                0.02797,               0.021532,               0.024521,                0.44578,                0.38375,                0.36001,                0.21832,                0.44374,                0.37328,                0.35154,                0.21449,               0.052772,               0.027151,               0.014788,               0.047694,               0.006073,               0.006073,               0.006073
                    121,               0.032563,               0.027049,               0.020869,               0.024671,                0.40808,                0.40246,                0.34474,                0.21377,                0.40397,                0.40394,                0.34137,                0.21248,               0.054498,               0.027529,               0.014636,                  0.049,                0.00604,                0.00604,                0.00604
                    122,               0.032899,               0.027347,               0.021144,               0.024801,                 0.4507,                0.35405,                0.34447,                0.21192,                0.45987,                0.34736,                0.33753,                0.20671,               0.054003,               0.028187,               0.014692,               0.047633,               0.006007,               0.006007,               0.006007
                    123,               0.033314,               0.027834,               0.021651,               0.023545,                0.39311,                0.40024,                0.33954,                0.21177,                0.39582,                  0.395,                0.34203,                0.21033,               0.053088,               0.026875,               0.014901,                 0.0489,               0.005974,               0.005974,               0.005974
                    124,               0.032533,               0.027031,               0.021146,               0.023618,                0.41785,                0.39935,                0.33456,                0.20566,                0.41626,                0.40174,                0.33728,                0.20315,               0.051847,                0.02702,               0.014679,               0.046786,               0.005941,               0.005941,               0.005941
                    125,               0.032939,               0.027062,               0.020594,               0.023768,                0.42317,                0.41797,                0.35927,                0.22082,                0.42791,                0.41757,                0.35793,                  0.218,               0.053668,               0.027281,               0.014795,               0.046172,               0.005908,               0.005908,               0.005908
                    126,                0.03339,               0.026448,               0.020912,               0.023578,                0.42091,                0.37824,                0.34301,                0.21164,                0.43537,                0.37228,                0.34084,                0.20773,               0.053067,               0.027126,               0.014929,               0.047785,               0.005875,               0.005875,               0.005875
                    127,                0.03231,               0.027294,               0.021112,               0.023178,                0.43989,                 0.3895,                0.35506,                0.21889,                0.43905,                0.38383,                0.35216,                0.21946,               0.054314,               0.027952,               0.014792,               0.047855,               0.005842,               0.005842,               0.005842
                    128,               0.031749,               0.027187,               0.021055,               0.023178,                0.40602,                0.40597,                0.35292,                0.21724,                0.41185,                0.38928,                0.34921,                0.21517,               0.053497,               0.027402,               0.014567,               0.047581,               0.005809,               0.005809,               0.005809
                    129,               0.032592,               0.026977,               0.021062,               0.022614,                0.42677,                0.41814,                0.36802,                0.22439,                0.45157,                0.39446,                0.36613,                0.22588,               0.055642,               0.027735,               0.014694,               0.046698,               0.005776,               0.005776,               0.005776
                    130,               0.031992,               0.026492,                0.02031,               0.023376,                0.44219,                0.41109,                0.36547,                0.22361,                0.43946,                 0.4024,                0.35914,                0.21847,               0.054545,                0.02867,               0.014773,               0.047364,               0.005743,               0.005743,               0.005743
                    131,               0.032412,               0.027123,               0.021113,               0.022929,                0.41817,                0.40139,                   0.35,                0.21695,                0.41194,                0.39648,                0.34584,                0.21057,                0.05325,               0.027173,               0.014863,               0.046791,                0.00571,                0.00571,                0.00571
                    132,               0.032092,               0.026511,               0.020834,               0.023116,                0.43379,                0.37979,                 0.3543,                 0.2204,                0.45691,                0.38035,                0.35788,                0.21689,               0.053512,               0.027241,               0.014855,               0.047339,               0.005677,               0.005677,               0.005677
                    133,               0.031599,                0.02669,               0.020835,               0.022473,                0.44484,                0.39846,                0.36322,                0.22817,                0.42782,                0.40761,                0.36389,                0.22259,               0.053988,                0.02803,               0.014633,               0.048385,               0.005644,               0.005644,               0.005644
                    134,               0.031611,               0.026001,               0.019909,               0.022924,                0.42246,                0.40122,                0.35677,                0.21759,                 0.4539,                0.38289,                 0.3524,                0.21529,               0.052899,                0.02757,                0.01486,               0.047407,               0.005611,               0.005611,               0.005611
                    135,               0.031085,               0.026568,               0.020648,               0.023257,                 0.4469,                0.41067,                  0.353,                0.21805,                0.44841,                0.40355,                0.35184,                0.21418,                0.05331,                0.02757,               0.014831,               0.049952,               0.005578,               0.005578,               0.005578
                    136,               0.030446,               0.025823,               0.020428,               0.021989,                0.46602,                0.35687,                0.34342,                 0.2164,                0.46849,                0.35686,                0.34163,                0.21249,               0.052629,                0.02756,               0.015287,               0.046781,               0.005545,               0.005545,               0.005545
                    137,               0.031725,               0.025779,               0.020316,               0.021473,                0.44882,                 0.4021,                0.36658,                0.22548,                0.44818,                 0.3995,                0.36055,                0.21893,               0.053096,                0.02761,               0.015008,               0.047805,               0.005512,               0.005512,               0.005512
                    138,               0.030893,               0.025555,               0.019809,               0.021775,                0.44144,                0.40302,                0.37612,                0.23077,                0.43809,                0.39594,                0.36763,                 0.2287,               0.053785,               0.027603,               0.014735,               0.048245,               0.005479,               0.005479,               0.005479
                    139,               0.030739,               0.025581,               0.020053,                0.02198,                0.45705,                0.42014,                0.37249,                0.23479,                0.45526,                0.41646,                0.36639,                0.22935,               0.052968,               0.027661,               0.014793,               0.047433,               0.005446,               0.005446,               0.005446
                    140,               0.030788,               0.025407,               0.020433,               0.021649,                0.41936,                0.40652,                0.34897,                0.21955,                0.42331,                0.39808,                0.34635,                0.21286,               0.052976,               0.027726,               0.014915,               0.048459,               0.005413,               0.005413,               0.005413
                    141,               0.030877,               0.025856,               0.020026,               0.020857,                0.42478,                 0.4322,                0.36614,                0.23066,                0.41904,                0.41891,                 0.3544,                0.22439,               0.053376,               0.028312,               0.015001,               0.047214,                0.00538,                0.00538,                0.00538
                    142,               0.030597,               0.025801,               0.019482,               0.022692,                0.44238,                0.41629,                 0.3683,                0.22942,                0.44771,                0.41333,                 0.3669,                0.22629,               0.052541,               0.027104,               0.014662,               0.046405,               0.005347,               0.005347,               0.005347
                    143,               0.030498,               0.025102,               0.019589,               0.020892,                0.44899,                0.43261,                0.37628,                0.23819,                0.45449,                 0.4175,                0.36892,                0.23337,               0.052111,               0.027321,               0.014849,               0.047522,               0.005314,               0.005314,               0.005314
                    144,               0.030701,               0.025233,               0.019916,                0.02103,                0.44625,                0.40981,                0.37622,                0.24035,                0.44779,                 0.4091,                 0.3726,                0.23336,               0.053401,               0.027841,               0.014848,               0.046138,               0.005281,               0.005281,               0.005281
                    145,               0.029629,               0.025781,               0.019865,               0.021641,                0.43852,                0.42191,                0.37485,                 0.2394,                0.44885,                0.39534,                0.36971,                0.23021,               0.053428,               0.027844,                0.01479,               0.046857,               0.005248,               0.005248,               0.005248
                    146,               0.029999,               0.024733,               0.019171,               0.021169,                0.46052,                0.41378,                0.36846,                 0.2326,                0.45643,                0.40831,                0.36235,                0.22584,               0.052893,               0.027579,               0.015017,                0.04683,               0.005215,               0.005215,               0.005215
                    147,               0.029923,               0.025402,               0.019259,               0.021069,                0.50483,                0.42238,                0.39331,                0.25098,                0.49951,                 0.4159,                 0.3876,                 0.2441,                0.05395,               0.027858,               0.014754,               0.045232,               0.005182,               0.005182,               0.005182
                    148,               0.029565,               0.025298,               0.019256,               0.020387,                0.50306,                0.43281,                0.39366,                 0.2511,                 0.4976,                0.42501,                0.38484,                0.24163,               0.054696,               0.027795,               0.014687,               0.045993,               0.005149,               0.005149,               0.005149
                    149,               0.029891,               0.024674,               0.018915,               0.019362,                0.48419,                0.42708,                0.38824,                0.24702,                0.47947,                0.42102,                0.38262,                0.24151,               0.053349,               0.027159,               0.014751,                0.04605,               0.005116,               0.005116,               0.005116
                    150,               0.029559,               0.024493,                0.01938,               0.020903,                0.48477,                0.39711,                0.37674,                0.23611,                0.50448,                0.38943,                0.37531,                 0.2347,               0.052986,               0.027472,               0.014798,               0.045983,               0.005083,               0.005083,               0.005083
                    151,                0.02931,               0.024337,               0.018884,               0.019583,                0.46761,                0.41353,                0.37612,                0.23368,                0.47469,                0.40033,                0.36939,                0.22653,               0.053808,               0.027747,               0.015048,               0.047059,                0.00505,                0.00505,                0.00505
                    152,               0.029338,               0.023481,               0.018479,               0.019266,                0.46864,                0.41108,                0.37746,                0.24025,                0.47692,                0.41498,                0.38317,                0.23754,               0.052807,               0.027713,                0.01485,               0.045305,               0.005017,               0.005017,               0.005017
                    153,               0.029009,               0.024469,               0.018975,               0.019387,                0.48609,                 0.4071,                0.37683,                0.24074,                0.48903,                0.40555,                0.37693,                0.23578,                0.05311,                0.02783,               0.014762,               0.047035,               0.004984,               0.004984,               0.004984
                    154,               0.029095,               0.024139,               0.018766,               0.020538,                0.47412,                0.41212,                0.37944,                0.24095,                0.48606,                0.40448,                0.37708,                0.23638,                0.05297,               0.027419,               0.015087,               0.047602,               0.004951,               0.004951,               0.004951
                    155,               0.028675,               0.024308,                0.01906,               0.019209,                0.46919,                0.41862,                0.39421,                0.25189,                0.46819,                0.41474,                 0.3922,                0.24445,                0.05258,               0.027247,                0.01492,               0.046063,               0.004918,               0.004918,               0.004918
                    156,               0.028848,               0.023845,               0.018828,               0.019395,                0.48578,                0.43062,                0.39798,                0.25675,                0.48629,                0.42565,                0.39247,                0.25072,               0.054372,               0.027741,               0.014821,               0.046127,               0.004885,               0.004885,               0.004885
                    157,               0.028443,               0.023368,               0.018523,               0.019665,                 0.4623,                0.41254,                0.37422,                0.23855,                0.46633,                0.40734,                 0.3726,                0.23339,               0.052293,               0.027816,                0.01506,               0.046143,               0.004852,               0.004852,               0.004852
                    158,                0.02881,               0.024311,               0.018717,               0.018539,                0.50192,                0.40815,                0.39922,                0.25745,                0.51709,                0.40073,                0.39449,                0.25046,               0.053999,                0.02807,                0.01482,               0.045288,               0.004819,               0.004819,               0.004819
                    159,               0.028293,               0.023709,               0.018089,               0.019275,                0.49787,                0.41922,                0.39331,                0.25481,                0.50308,                0.41786,                0.39314,                0.24841,               0.054063,               0.028005,               0.014893,               0.046373,               0.004786,               0.004786,               0.004786
                    160,               0.028137,               0.023825,               0.018686,               0.018117,                0.48796,                0.41322,                0.38377,                0.24995,                0.49696,                0.40497,                0.37924,                0.24345,               0.053691,                0.02766,               0.014898,               0.047125,               0.004753,               0.004753,               0.004753
                    161,               0.027816,               0.023359,               0.018156,               0.019331,                 0.5021,                0.41609,                0.39273,                0.25555,                0.49994,                0.41059,                0.38615,                0.24564,               0.053706,                0.02735,               0.014736,               0.045582,                0.00472,                0.00472,                0.00472
                    162,               0.027592,               0.024167,               0.018409,               0.019329,                0.49838,                0.43167,                0.39781,                0.26015,                0.52495,                0.41212,                0.39457,                0.25248,               0.053209,               0.027426,               0.014849,               0.045431,               0.004687,               0.004687,               0.004687
                    163,               0.028382,               0.023282,               0.018211,               0.019051,                0.49087,                0.41294,                0.38759,                 0.2541,                0.49841,                 0.4135,                0.38896,                0.24527,               0.052966,               0.027693,               0.015155,               0.046801,               0.004654,               0.004654,               0.004654
                    164,               0.028043,               0.022773,               0.017951,               0.019348,                0.51167,                0.41817,                0.39677,                0.25832,                0.50608,                0.41691,                 0.3944,                0.24969,               0.053058,               0.027905,                0.01513,               0.046945,               0.004621,               0.004621,               0.004621
                    165,               0.027097,               0.023302,               0.018438,               0.017845,                0.51625,                0.40469,                0.38415,                0.24884,                0.52325,                0.40382,                0.38467,                0.24354,               0.053395,               0.027214,               0.014796,               0.046882,               0.004588,               0.004588,               0.004588
                    166,               0.027646,               0.023395,               0.018334,               0.017439,                0.48258,                0.41972,                0.39656,                0.26384,                0.48357,                0.41912,                0.39584,                0.25785,               0.053603,               0.027758,               0.014765,               0.047259,               0.004555,               0.004555,               0.004555
                    167,               0.027709,               0.023098,               0.017322,               0.017883,                0.47892,                0.41534,                0.38939,                0.25517,                0.49502,                 0.4093,                0.38433,                 0.2444,               0.053724,               0.027362,               0.014966,               0.046241,               0.004522,               0.004522,               0.004522
                    168,               0.027193,               0.023036,               0.018227,               0.018047,                0.49043,                0.40112,                0.39318,                0.26305,                 0.4916,                0.40392,                0.38965,                0.25331,               0.053972,                0.02789,               0.014933,               0.046631,               0.004489,               0.004489,               0.004489
                    169,               0.027864,               0.023018,               0.017794,               0.018994,                0.47418,                0.40497,                0.38757,                0.25219,                0.47312,                0.40385,                0.38177,                0.24591,               0.052398,               0.027198,               0.014792,               0.046571,               0.004456,               0.004456,               0.004456
                    170,               0.027304,               0.022851,               0.018081,               0.017343,                  0.479,                 0.4259,                0.39845,                0.26418,                0.47833,                0.42073,                0.39511,                0.25756,               0.054081,               0.027567,               0.014769,               0.047884,               0.004423,               0.004423,               0.004423
                    171,               0.027211,               0.023141,               0.017758,               0.018083,                0.52794,                0.40193,                0.39297,                0.25864,                  0.516,                0.40305,                 0.3925,                0.25037,               0.053001,               0.027383,               0.015228,               0.046667,                0.00439,                0.00439,                0.00439
                    172,               0.027028,               0.022844,               0.017556,               0.017815,                0.48201,                0.42246,                0.38226,                0.24945,                0.48946,                0.41257,                0.37972,                0.24438,               0.052486,               0.027373,               0.015026,               0.046567,               0.004357,               0.004357,               0.004357
                    173,               0.026803,               0.022737,                0.01814,               0.017305,                0.49139,                0.41294,                0.38742,                0.25559,                0.47601,                0.41237,                0.38238,                0.24586,               0.052999,                0.02761,                0.01468,               0.047726,               0.004324,               0.004324,               0.004324
                    174,               0.027328,               0.022589,               0.017821,               0.017318,                0.49217,                0.43134,                 0.3977,                0.26093,                0.49502,                0.42458,                 0.3943,                0.25278,               0.053347,               0.027793,               0.014824,               0.046524,               0.004291,               0.004291,               0.004291
                    175,                0.02713,               0.022114,               0.017452,               0.017872,                0.48872,                0.42431,                0.39475,                0.26216,                0.48108,                 0.4197,                0.38906,                0.25151,               0.053576,               0.027678,               0.015086,               0.047598,               0.004258,               0.004258,               0.004258
                    176,               0.026832,               0.022845,               0.018012,               0.017078,                0.47142,                0.43526,                  0.397,                0.26071,                 0.4587,                 0.4384,                0.39096,                0.25271,               0.052382,                0.02769,               0.014951,               0.045996,               0.004225,               0.004225,               0.004225
                    177,               0.026315,               0.022181,               0.017421,               0.016334,                0.48549,                0.43558,                0.40413,                0.26831,                0.48381,                0.43842,                 0.4031,                0.25982,                 0.0527,               0.027601,               0.015119,               0.047468,               0.004192,               0.004192,               0.004192
                    178,               0.026775,               0.022597,               0.017252,               0.017053,                 0.5304,                0.38934,                0.39944,                0.26148,                0.53078,                0.38858,                0.39774,                 0.2532,               0.052168,               0.027709,                0.01507,               0.046637,               0.004159,               0.004159,               0.004159
                    179,                0.02606,               0.022423,               0.017339,               0.017521,                0.50231,                0.39869,                0.39064,                 0.2577,                  0.508,                0.39575,                0.38439,                0.24734,               0.052791,               0.027606,               0.015082,               0.047931,               0.004126,               0.004126,               0.004126
                    180,               0.025718,               0.021934,               0.017374,               0.016116,                 0.5222,                0.42577,                0.39805,                 0.2639,                0.51908,                0.42363,                0.39169,                0.25335,               0.053013,               0.028191,               0.015019,               0.046912,               0.004093,               0.004093,               0.004093
                    181,               0.025977,               0.022339,               0.017782,               0.016422,                0.51038,                0.43519,                0.41145,                0.27312,                0.51711,                0.43838,                0.41142,                0.26214,               0.053297,               0.027441,                0.01498,               0.045937,                0.00406,                0.00406,                0.00406
                    182,                0.02555,               0.022284,               0.017302,               0.016099,                0.50739,                0.40686,                0.38911,                0.25794,                0.50913,                0.40738,                0.38868,                0.24732,               0.052533,               0.027799,               0.014905,               0.047041,               0.004027,               0.004027,               0.004027
                    183,               0.025652,               0.022378,               0.017468,               0.016443,                0.49971,                0.42788,                0.39615,                0.26404,                0.49808,                0.42584,                0.39328,                0.25505,               0.053394,               0.027131,               0.015147,               0.046379,               0.003994,               0.003994,               0.003994
                    184,               0.025928,               0.022139,               0.017088,               0.017152,                0.49869,                0.42473,                0.39326,                0.26057,                0.50916,                0.41872,                0.39389,                0.25334,               0.053057,               0.027713,                0.01531,               0.046322,               0.003961,               0.003961,               0.003961
                    185,               0.025449,               0.021777,               0.016887,               0.016925,                0.51191,                0.44986,                0.41786,                0.28104,                0.50141,                0.44273,                0.41157,                0.27099,               0.053233,               0.028001,                0.01522,               0.045962,               0.003928,               0.003928,               0.003928
                    186,               0.025435,               0.021926,               0.016925,               0.016092,                0.46509,                0.42822,                0.38063,                0.25358,                0.47184,                0.41412,                0.37721,                0.24886,               0.052537,               0.027499,               0.015583,               0.047582,               0.003895,               0.003895,               0.003895
                    187,               0.025691,               0.021763,               0.016869,               0.016007,                0.50907,                0.41354,                0.40384,                0.26854,                0.51525,                0.39706,                0.39578,                0.25957,               0.053155,               0.027803,               0.015176,               0.046524,               0.003862,               0.003862,               0.003862
                    188,               0.025236,               0.021161,               0.016676,               0.015839,                0.51539,                0.43605,                0.41316,                0.27628,                0.50984,                0.43632,                0.40701,                0.26677,                0.05349,               0.028208,               0.015357,               0.046185,               0.003829,               0.003829,               0.003829
                    189,               0.024828,               0.021464,               0.016492,               0.014692,                 0.5127,                0.43251,                 0.4119,                0.27696,                0.50954,                0.42888,                0.40522,                0.26503,               0.053212,               0.028338,               0.015069,               0.047404,               0.003796,               0.003796,               0.003796
                    190,               0.025198,               0.021225,               0.016779,               0.015464,                0.48578,                0.40993,                0.39042,                0.26729,                0.47305,                0.41182,                0.38681,                 0.2556,               0.053056,               0.028028,               0.015164,               0.047577,               0.003763,               0.003763,               0.003763
                    191,               0.024858,               0.022233,               0.016847,               0.015527,                0.52087,                0.42708,                0.40999,                0.27861,                0.50592,                 0.4306,                0.40576,                0.26512,               0.052568,                0.02744,               0.015078,               0.046073,                0.00373,                0.00373,                0.00373
                    192,               0.025196,               0.021548,               0.016543,               0.016629,                0.50992,                0.42991,                0.40185,                0.27301,                0.50955,                0.42601,                0.39706,                0.26317,               0.053006,               0.027987,                 0.0153,               0.046359,               0.003697,               0.003697,               0.003697
                    193,               0.024953,               0.021694,               0.016731,               0.015912,                0.51026,                0.43992,                0.40564,                0.27514,                 0.5142,                 0.4293,                0.40115,                0.26091,                 0.0542,               0.028161,               0.015464,               0.046843,               0.003664,               0.003664,               0.003664
                    194,               0.024744,               0.020747,               0.016427,               0.014825,                0.49523,                0.42207,                0.39601,                0.26835,                0.49897,                0.41607,                0.39332,                0.25318,               0.052553,                0.02756,               0.015289,               0.046814,               0.003631,               0.003631,               0.003631
                    195,               0.024871,               0.020884,               0.016219,               0.015939,                0.51999,                0.42996,                 0.4053,                0.27662,                0.51445,                0.42698,                 0.3995,                0.26338,               0.053851,                0.02818,               0.015273,               0.047216,               0.003598,               0.003598,               0.003598
                    196,               0.024488,               0.021432,               0.016532,                0.01551,                 0.5226,                0.42597,                0.40992,                0.27446,                0.52201,                0.42419,                0.40267,                  0.261,               0.052549,               0.027683,               0.015013,               0.046129,               0.003565,               0.003565,               0.003565
                    197,               0.024441,               0.021526,               0.016689,               0.014993,                0.50108,                0.41445,                0.39535,                0.26784,                0.50199,                0.41595,                0.39507,                0.25766,               0.052082,               0.027539,               0.015194,               0.046673,               0.003532,               0.003532,               0.003532
                    198,                0.02434,               0.020886,               0.016521,               0.015441,                0.47356,                0.44374,                0.40025,                  0.271,                 0.4743,                0.44291,                 0.3977,                0.25881,               0.052699,               0.027571,                0.01545,               0.046967,               0.003499,               0.003499,               0.003499
                    199,               0.024525,               0.021003,               0.016174,               0.014117,                0.49366,                0.42927,                0.40099,                0.27328,                0.48823,                0.43218,                0.39861,                0.26515,               0.053744,               0.028205,               0.015519,               0.046586,               0.003466,               0.003466,               0.003466
                    200,               0.024613,               0.021071,               0.015931,               0.015353,                0.51191,                0.42099,                0.40448,                0.27893,                0.50221,                0.41766,                0.39754,                0.26452,               0.053196,               0.027584,               0.015403,               0.046565,               0.003433,               0.003433,               0.003433
                    201,               0.024497,               0.021357,               0.016165,               0.014962,                0.51467,                 0.4299,                0.40975,                0.27787,                0.54158,                0.41375,                0.40526,                 0.2662,               0.053325,               0.027248,               0.015236,               0.046386,                 0.0034,                 0.0034,                 0.0034
                    202,               0.023963,               0.020545,               0.016032,               0.014436,                0.50948,                0.41415,                0.40638,                0.27707,                0.50792,                 0.4133,                0.40246,                0.26325,               0.052896,               0.028078,               0.015157,               0.045884,               0.003367,               0.003367,               0.003367
                    203,               0.023758,                0.01998,               0.015821,                0.01454,                0.52086,                0.43227,                0.40512,                0.27669,                0.51969,                0.43316,                0.40292,                0.26312,               0.053258,               0.028248,               0.015116,               0.046113,               0.003334,               0.003334,               0.003334
                    204,               0.023877,               0.020071,               0.015958,               0.015194,                0.53168,                0.41503,                0.40467,                0.27283,                0.53597,                0.41404,                 0.4008,                0.26337,               0.052774,               0.028082,               0.015376,               0.046863,               0.003301,               0.003301,               0.003301
                    205,               0.024249,               0.021664,               0.016494,                0.01487,                0.54731,                0.41588,                0.41103,                0.28138,                0.54819,                0.40987,                0.40593,                0.26864,               0.053459,               0.027662,               0.015053,               0.045917,               0.003268,               0.003268,               0.003268
                    206,               0.023814,               0.020559,               0.015855,               0.014165,                0.56671,                0.41679,                0.41549,                0.28536,                0.56367,                0.41245,                0.41057,                0.27127,                0.05451,                0.02809,               0.015193,               0.045993,               0.003235,               0.003235,               0.003235
                    207,               0.024136,               0.020832,               0.015891,               0.014296,                 0.4941,                0.44158,                 0.4069,                0.28167,                0.49145,                0.43905,                0.40551,                0.26981,               0.052876,               0.027798,                0.01502,                0.04666,               0.003202,               0.003202,               0.003202
                    208,               0.023348,               0.020756,               0.015928,               0.013295,                0.50569,                0.44197,                0.41694,                0.28566,                0.51065,                0.44271,                0.41548,                0.27711,               0.053988,               0.028651,               0.015089,               0.046137,               0.003169,               0.003169,               0.003169
                    209,               0.023744,               0.021097,               0.016156,               0.013866,                0.52249,                0.43758,                0.41485,                0.28607,                0.53043,                0.42833,                0.41254,                0.27378,               0.054194,               0.027993,               0.015521,               0.045985,               0.003136,               0.003136,               0.003136
                    210,               0.023174,               0.020273,               0.016012,               0.013799,                0.55077,                0.41099,                0.41741,                0.28779,                0.55655,                0.40408,                0.41079,                0.27364,               0.053257,               0.027895,               0.015345,                0.04512,               0.003103,               0.003103,               0.003103
                    211,               0.023465,               0.020374,               0.015722,               0.013851,                0.50226,                 0.4401,                0.41198,                0.28284,                0.51361,                0.43413,                0.40519,                0.26944,               0.053451,               0.027795,               0.015257,               0.045967,                0.00307,                0.00307,                0.00307
                    212,               0.023405,                0.02036,               0.015482,               0.013375,                0.49806,                0.42768,                0.40097,                0.27497,                0.49612,                0.42822,                0.39906,                0.26178,               0.053898,               0.028065,               0.015461,               0.046183,               0.003037,               0.003037,               0.003037
                    213,               0.023336,               0.020162,               0.015691,               0.013718,                 0.5003,                0.43286,                0.40843,                0.27962,                0.49763,                0.43211,                 0.3991,                0.26807,               0.053954,               0.029143,               0.015578,               0.046782,               0.003004,               0.003004,               0.003004
                    214,               0.022283,               0.019443,               0.015335,               0.012776,                0.51632,                 0.4145,                0.40236,                0.27422,                0.52112,                0.41304,                0.39778,                0.26271,               0.052166,               0.028134,                0.01545,               0.046359,               0.002971,               0.002971,               0.002971
                    215,               0.022773,               0.020241,               0.015396,               0.013587,                0.52205,                0.42988,                0.41586,                0.28258,                0.52288,                0.41723,                 0.4069,                0.26951,               0.053624,               0.028197,               0.015238,                0.04557,               0.002938,               0.002938,               0.002938
                    216,               0.022733,               0.020357,               0.015601,               0.013964,                0.52249,                0.42774,                0.40859,                0.28129,                0.52579,                0.42565,                0.40552,                0.26818,               0.054048,               0.028921,               0.015538,               0.047121,               0.002905,               0.002905,               0.002905
                    217,               0.022939,               0.020545,               0.015404,               0.013862,                0.52704,                0.40908,                0.39809,                0.27434,                 0.5259,                 0.4077,                0.39296,                0.26064,               0.053133,               0.028304,               0.015454,               0.046849,               0.002872,               0.002872,               0.002872
                    218,               0.022708,               0.020039,               0.015534,                0.01346,                0.53986,                0.41739,                0.41108,                0.28206,                0.53341,                0.41196,                  0.402,                0.26969,               0.054966,               0.029273,               0.015229,                0.04693,               0.002839,               0.002839,               0.002839
                    219,               0.022288,               0.019325,               0.015144,               0.013566,                0.53611,                0.42176,                 0.4102,                0.28112,                0.53169,                0.42123,                0.40614,                0.26666,               0.054505,                0.02865,               0.015244,               0.046878,               0.002806,               0.002806,               0.002806
                    220,               0.022709,               0.020341,               0.015112,               0.013764,                0.51681,                0.44244,                0.41374,                0.28476,                0.53807,                0.41662,                0.40613,                0.27023,               0.053619,               0.028531,               0.015197,               0.046045,               0.002773,               0.002773,               0.002773
                    221,               0.022379,               0.019327,               0.015202,                0.01331,                 0.4889,                  0.447,                0.39942,                0.27602,                0.48722,                0.44211,                0.39645,                0.26213,               0.053631,               0.028637,               0.015256,               0.047039,                0.00274,                0.00274,                0.00274
                    222,               0.022487,               0.019577,               0.015337,               0.013307,                 0.4969,                0.44713,                0.41149,                0.28181,                0.49216,                0.43945,                0.40375,                0.26997,               0.054133,               0.028519,               0.015391,               0.045942,               0.002707,               0.002707,               0.002707
                    223,               0.022171,               0.019629,               0.015307,               0.012396,                0.48813,                0.43551,                0.40413,                0.27977,                0.49428,                0.42823,                0.39839,                0.26675,               0.053408,               0.028241,               0.015483,               0.046464,               0.002674,               0.002674,               0.002674
                    224,               0.022348,               0.019219,               0.015387,               0.012616,                0.49484,                0.43279,                0.40932,                0.28076,                0.50346,                0.42453,                0.40175,                0.26833,               0.052943,               0.028001,               0.015438,               0.046354,               0.002641,               0.002641,               0.002641
                    225,                0.02234,               0.020016,               0.015588,               0.011936,                0.51368,                0.44448,                0.42541,                0.29195,                0.51449,                0.44002,                 0.4172,                0.27924,               0.054188,               0.028527,               0.015314,               0.045226,               0.002608,               0.002608,               0.002608
