                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    215,               0.024037,               0.018152,               0.014905,              0.0070967,                0.60017,                0.45909,                 0.4594,                0.29946,                0.59133,                0.45269,                 0.4516,                0.29915,               0.051371,               0.028243,               0.015239,               0.038522,               0.002938,               0.002938,               0.002938
                    216,               0.024328,               0.017426,               0.014445,                 0.0072,                 0.5798,                0.46477,                0.46565,                0.30336,                0.58553,                0.45727,                0.46132,                0.31175,               0.051034,               0.027866,               0.015272,               0.037774,               0.002905,               0.002905,               0.002905
                    217,               0.024635,               0.017896,               0.014593,              0.0074135,                0.61427,                0.47493,                0.47543,                0.30296,                0.61009,                0.46882,                0.46717,                0.30787,               0.051274,               0.027138,               0.015184,               0.037072,               0.002872,               0.002872,               0.002872
                    218,               0.023934,               0.017419,               0.014455,               0.007041,                0.57575,                0.48483,                0.46981,                0.30142,                0.57775,                 0.4806,                0.46752,                 0.3062,               0.050553,               0.027087,               0.015061,               0.037387,               0.002839,               0.002839,               0.002839
                    219,               0.024486,               0.018276,               0.014574,              0.0068238,                0.59236,                0.46333,                0.47233,                0.30513,                0.59174,                0.45702,                  0.465,                0.30766,               0.051152,               0.028188,               0.015207,               0.038082,               0.002806,               0.002806,               0.002806
                    220,               0.023741,               0.017638,               0.014301,              0.0070721,                0.56281,                0.46353,                0.45995,                0.29669,                0.55736,                0.45584,                 0.4527,                0.29687,               0.051976,               0.028155,               0.015499,               0.037843,               0.002773,               0.002773,               0.002773
                    221,               0.023455,               0.017257,               0.014327,              0.0064532,                0.58609,                0.46093,                0.46544,                0.30339,                0.58406,                0.45781,                0.45974,                0.30564,               0.051049,               0.027109,               0.015456,               0.037508,                0.00274,                0.00274,                0.00274
                    222,               0.023545,               0.018103,               0.014288,              0.0068642,                0.55252,                0.46391,                0.46234,                0.29984,                0.54746,                0.45682,                0.45385,                0.30282,               0.051293,               0.027213,               0.015834,               0.038152,               0.002707,               0.002707,               0.002707
                    223,               0.024016,               0.017702,               0.014543,              0.0063587,                0.57951,                0.45785,                0.45847,                0.29655,                0.57866,                0.44925,                 0.4528,                0.30292,               0.051814,               0.027347,               0.015891,                0.03785,               0.002674,               0.002674,               0.002674
                    224,               0.024061,               0.017347,               0.014316,              0.0062047,                0.55826,                0.46882,                0.45821,                0.29571,                0.55388,                 0.4627,                0.45202,                0.30375,                0.05072,               0.027016,               0.015855,                0.03804,               0.002641,               0.002641,               0.002641
                    225,               0.023879,               0.017898,               0.014511,              0.0066379,                0.58726,                0.47585,                0.46649,                0.30449,                0.58262,                0.46659,                0.45993,                0.30747,               0.050849,                0.02767,               0.015774,               0.038447,               0.002608,               0.002608,               0.002608
                    226,               0.023544,               0.017728,               0.014072,              0.0068555,                0.61015,                0.47072,                0.47741,                 0.3109,                0.61012,                0.46631,                0.47223,                0.31354,               0.051284,               0.027685,               0.015631,               0.038008,               0.002575,               0.002575,               0.002575
                    227,               0.023364,               0.017885,               0.014251,              0.0069423,                0.56522,                0.48216,                0.47084,                0.30539,                0.57166,                0.47755,                0.46693,                0.30957,               0.050847,               0.027594,               0.015423,               0.037292,               0.002542,               0.002542,               0.002542
                    228,               0.023965,               0.017203,               0.014075,              0.0062836,                0.55265,                0.49546,                 0.4765,                0.31304,                  0.543,                0.49854,                0.47362,                0.31591,               0.050115,               0.027072,               0.015235,               0.037394,               0.002509,               0.002509,               0.002509
                    229,               0.023653,               0.017631,               0.014084,              0.0066995,                0.57485,                0.48804,                0.47953,                 0.3116,                0.57005,                0.48226,                0.47454,                0.31612,               0.050188,               0.027015,                0.01539,               0.037856,               0.002476,               0.002476,               0.002476
                    230,               0.023082,               0.017438,               0.014038,              0.0068858,                0.59234,                0.46723,                0.47346,                0.30871,                0.60673,                0.45402,                0.47082,                0.31444,               0.050174,               0.026851,               0.015174,               0.037541,               0.002443,               0.002443,               0.002443
                    231,               0.023247,               0.017473,               0.014356,               0.006286,                0.57567,                0.49725,                0.47468,                0.30538,                0.57636,                0.49475,                0.47096,                0.31248,               0.050272,               0.027142,               0.015119,               0.037051,                0.00241,                0.00241,                0.00241
                    232,               0.022648,               0.017755,               0.014184,              0.0064932,                0.57923,                0.46686,                0.47152,                0.30324,                0.57813,                0.46297,                 0.4648,                0.30855,               0.050855,               0.028089,                 0.0154,               0.036828,               0.002377,               0.002377,               0.002377
                    233,               0.023394,               0.017448,                0.01396,              0.0072103,                 0.5764,                0.45806,                0.46107,                0.30101,                0.57632,                0.45536,                0.45643,                0.30317,               0.050661,               0.028407,               0.015476,               0.037301,               0.002344,               0.002344,               0.002344
                    234,               0.022722,               0.017274,               0.014178,              0.0067514,                 0.5858,                0.46393,                 0.4698,                0.30524,                 0.5894,                0.45633,                0.46426,                0.31046,               0.050743,               0.027545,               0.015414,               0.037649,               0.002311,               0.002311,               0.002311
                    235,               0.023106,               0.016861,                0.01399,              0.0060257,                0.56546,                0.49263,                0.47416,                0.30817,                0.56119,                0.49005,                0.46865,                0.31441,               0.050963,               0.027637,               0.015556,               0.037282,               0.002278,               0.002278,               0.002278
                    236,               0.022718,               0.016131,               0.013563,              0.0060438,                 0.5778,                0.48234,                0.47508,                0.30898,                0.57767,                0.47874,                0.47023,                0.31661,               0.050941,               0.026947,               0.015375,               0.037584,               0.002245,               0.002245,               0.002245
                    237,               0.023657,               0.017178,                0.01398,              0.0067263,                0.59598,                0.46951,                0.47533,                0.31126,                0.59766,                0.47099,                0.47239,                0.31721,               0.050712,               0.027109,               0.015212,                0.03751,               0.002212,               0.002212,               0.002212
                    238,               0.022631,               0.017872,               0.014152,              0.0061922,                0.56546,                0.48742,                0.46499,                0.30495,                0.56251,                0.48365,                0.45779,                0.30771,               0.050907,               0.028134,               0.015543,               0.038334,               0.002179,               0.002179,               0.002179
                    239,               0.022815,               0.017251,                0.01398,              0.0059352,                0.57745,                0.49394,                0.47747,                0.31368,                0.57019,                0.49325,                0.47158,                0.31839,               0.050634,               0.027682,               0.015532,               0.037494,               0.002146,               0.002146,               0.002146
                    240,               0.022494,               0.016991,               0.013569,              0.0062533,                0.57581,                 0.4866,                0.47753,                0.31476,                0.57331,                0.48902,                0.47295,                0.31826,               0.050461,               0.028004,               0.015303,               0.037974,               0.002113,               0.002113,               0.002113
                    241,               0.022781,               0.016647,               0.013806,              0.0061161,                0.60393,                0.47826,                 0.4782,                0.31415,                0.60183,                0.47986,                0.47442,                0.31565,               0.050142,               0.027894,               0.015372,               0.037506,                0.00208,                0.00208,                0.00208
                    242,               0.022791,               0.017156,               0.013584,              0.0062106,                0.59871,                 0.4684,                0.47915,                0.31556,                0.60001,                0.46672,                0.47405,                0.31849,               0.049871,                0.02746,               0.015255,               0.036988,               0.002047,               0.002047,               0.002047
                    243,               0.022067,               0.017067,               0.013713,              0.0064106,                0.58332,                0.48388,                0.48006,                0.31889,                0.58406,                0.48176,                0.47589,                0.32435,               0.050794,               0.027253,               0.015476,               0.037672,               0.002014,               0.002014,               0.002014
                    244,                 0.0224,               0.016431,               0.013733,              0.0056646,                0.59038,                0.47685,                0.48158,                0.32022,                0.58716,                0.47565,                0.47642,                0.32421,               0.050903,               0.027482,               0.015857,               0.037231,               0.001981,               0.001981,               0.001981
                    245,               0.022743,               0.017416,               0.013813,              0.0063707,                0.58968,                0.49583,                0.48746,                 0.3232,                0.58682,                0.49363,                0.48226,                0.32425,               0.050435,               0.027107,               0.015607,               0.036452,               0.001948,               0.001948,               0.001948
                    246,               0.022273,               0.017318,               0.013991,              0.0060966,                0.57977,                0.47857,                 0.4753,                 0.3116,                0.57588,                0.47674,                0.47093,                0.31566,               0.050598,                0.02765,                0.01567,               0.036765,               0.001915,               0.001915,               0.001915
                    247,               0.022178,               0.016778,                0.01379,              0.0057581,                0.58487,                0.47071,                0.47426,                0.31234,                0.59513,                0.45422,                0.46828,                0.31495,               0.051164,               0.027771,               0.015625,               0.038157,               0.001882,               0.001882,               0.001882
                    248,                0.02199,               0.016252,               0.013267,               0.005551,                0.59659,                0.47761,                0.47174,                0.31218,                0.58893,                0.48293,                0.46888,                0.31391,               0.051493,               0.027858,               0.015499,                0.03811,               0.001849,               0.001849,               0.001849
                    249,               0.022029,               0.017474,               0.013675,              0.0059043,                0.60086,                0.46872,                0.47475,                0.31329,                0.57178,                0.47645,                0.46687,                0.31564,               0.050851,               0.027224,               0.015515,               0.037059,               0.001816,               0.001816,               0.001816
                    250,               0.021916,               0.016749,               0.013684,              0.0056268,                0.62046,                0.47186,                 0.4841,                0.31923,                0.60597,                0.47015,                0.47197,                0.31999,               0.050781,               0.026983,               0.015642,               0.036562,               0.001783,               0.001783,               0.001783
                    251,               0.022039,                0.01661,               0.013638,                0.00542,                0.59343,                   0.48,                0.48158,                0.31746,                0.59189,                0.48205,                 0.4778,                0.32029,               0.050822,               0.026972,                0.01554,                0.03648,                0.00175,                0.00175,                0.00175
                    252,               0.022486,               0.017773,                0.01376,               0.005985,                0.59097,                0.46988,                0.47432,                0.31116,                0.60351,                0.45687,                0.46663,                0.31414,               0.051374,               0.027536,               0.015644,                0.03729,               0.001717,               0.001717,               0.001717
                    253,               0.021678,               0.016022,               0.013451,              0.0058922,                0.58011,                0.48085,                0.47882,                0.31336,                0.57651,                0.47752,                0.47132,                0.31422,               0.051139,               0.027483,               0.015589,               0.036997,               0.001684,               0.001684,               0.001684
                    254,               0.021841,                0.01644,               0.013282,              0.0057238,                0.55284,                  0.499,                0.48056,                0.31459,                 0.5559,                0.48382,                0.47104,                0.31713,               0.050866,                0.02791,               0.015483,                0.03745,               0.001651,               0.001651,               0.001651
                    255,               0.021529,               0.016499,               0.013052,              0.0059581,                0.56065,                0.49037,                0.47937,                0.31427,                0.56698,                0.47615,                 0.4713,                0.31823,               0.050875,               0.028278,               0.015453,               0.037743,               0.001618,               0.001618,               0.001618
                    256,               0.021551,               0.016796,               0.013308,              0.0061276,                 0.5571,                0.48694,                0.47694,                 0.3142,                0.59784,                0.45617,                0.46929,                0.31669,               0.050759,               0.027372,               0.015571,               0.038319,               0.001585,               0.001585,               0.001585
                    257,               0.021548,               0.016641,                0.01342,              0.0052619,                0.58626,                0.47573,                0.47893,                0.31665,                0.59091,                0.47095,                0.47286,                0.31868,               0.050329,               0.027356,               0.015591,               0.038036,               0.001552,               0.001552,               0.001552
                    258,               0.021588,               0.016701,               0.013482,              0.0055577,                0.58412,                 0.4656,                0.47195,                0.31114,                0.59304,                0.46289,                0.46871,                0.31351,               0.050194,               0.027472,               0.015696,               0.037782,               0.001519,               0.001519,               0.001519
                    259,                 0.0216,               0.016528,               0.013656,              0.0052203,                0.55411,                  0.482,                0.47273,                 0.3092,                0.56087,                0.47864,                0.47136,                0.31232,               0.050114,               0.027816,               0.015639,               0.038218,               0.001486,               0.001486,               0.001486
                    260,               0.021623,               0.016503,               0.013359,              0.0054193,                0.56779,                0.48617,                0.48085,                0.31404,                0.56683,                 0.4821,                0.47408,                0.31673,               0.050708,               0.027476,               0.015793,               0.037809,               0.001453,               0.001453,               0.001453
                    261,               0.021388,               0.015745,               0.013083,               0.005557,                0.57887,                0.46769,                0.47914,                0.31471,                0.57579,                  0.462,                0.47261,                0.31528,               0.050887,               0.027951,               0.015758,               0.038274,                0.00142,                0.00142,                0.00142
                    262,               0.021512,               0.016831,               0.013516,              0.0052871,                0.58098,                0.48438,                0.47977,                0.31589,                0.56963,                0.48285,                0.47336,                0.31901,               0.050488,               0.027857,               0.015601,               0.037671,               0.001387,               0.001387,               0.001387
                    263,               0.021001,               0.015919,               0.013286,              0.0048193,                0.57615,                0.48717,                0.47876,                0.31418,                0.58733,                 0.4752,                0.47545,                0.31931,               0.050276,               0.027383,               0.015734,               0.037034,               0.001354,               0.001354,               0.001354
                    264,               0.021367,               0.016602,               0.013401,              0.0050775,                0.58467,                0.49088,                0.47928,                0.31346,                0.58196,                0.48629,                0.47249,                 0.3181,               0.050459,               0.027527,               0.015715,               0.037209,               0.001321,               0.001321,               0.001321
                    265,               0.021279,               0.016563,               0.013675,              0.0048321,                0.56396,                0.49054,                0.47992,                0.31424,                0.57066,                0.47681,                0.47296,                 0.3179,               0.050611,               0.028041,               0.015727,               0.037273,               0.001288,               0.001288,               0.001288
                    266,               0.020836,               0.015934,               0.013272,              0.0048192,                 0.5789,                 0.4915,                0.48374,                0.31653,                0.60607,                0.47413,                0.47655,                0.31989,               0.050784,               0.028004,                0.01565,               0.037089,               0.001255,               0.001255,               0.001255
                    267,               0.020986,               0.016032,                0.01269,              0.0057863,                0.61203,                0.48068,                0.48109,                0.31613,                0.61267,                0.46878,                0.47234,                0.31769,               0.050798,               0.027801,               0.015823,               0.036972,               0.001222,               0.001222,               0.001222
                    268,               0.021246,               0.015765,               0.013297,              0.0052088,                0.58661,                0.48206,                0.48182,                0.31865,                 0.5845,                0.47678,                0.47406,                0.31943,               0.051037,               0.028056,               0.015896,               0.037135,               0.001189,               0.001189,               0.001189
                    269,               0.020896,                0.01651,               0.013387,              0.0048612,                0.56185,                0.49271,                0.48453,                0.32183,                0.56596,                0.48734,                0.47922,                 0.3232,               0.050677,               0.027625,               0.015669,               0.036919,               0.001156,               0.001156,               0.001156
                    270,               0.020548,               0.015705,               0.013084,              0.0048835,                0.58231,                 0.4884,                0.48693,                0.32146,                0.57893,                  0.485,                0.48246,                0.32395,               0.050481,               0.027418,               0.015431,               0.036455,               0.001123,               0.001123,               0.001123
                    271,               0.020785,               0.016444,               0.013164,              0.0051619,                0.58363,                0.48969,                0.48441,                0.32214,                0.58431,                0.48918,                 0.4828,                 0.3251,               0.050827,               0.027707,               0.015495,               0.036452,                0.00109,                0.00109,                0.00109
                    272,               0.020713,               0.016106,               0.012818,              0.0052974,                0.58201,                 0.4872,                0.48657,                0.32385,                0.58674,                0.48237,                0.48393,                0.32543,               0.051023,               0.027405,                0.01567,               0.036235,               0.001057,               0.001057,               0.001057
                    273,               0.020178,               0.016216,               0.013368,              0.0047505,                0.58263,                0.48648,                0.48429,                0.32094,                0.60446,                0.47145,                0.48053,                 0.3214,               0.051256,               0.027625,                 0.0156,               0.036427,               0.001024,               0.001024,               0.001024
                    274,               0.020811,                0.01585,               0.012719,              0.0050327,                0.60627,                0.46963,                0.48108,                0.32109,                0.60646,                0.46914,                0.47837,                0.32194,               0.050925,                0.02726,               0.015641,               0.036541,               0.000991,               0.000991,               0.000991
                    275,               0.020391,               0.015232,               0.012652,              0.0048618,                0.58848,                0.48661,                0.48783,                0.32509,                0.58933,                0.48624,                0.48399,                0.32585,               0.050599,               0.027229,                0.01576,               0.036285,               0.000958,               0.000958,               0.000958
                    276,               0.020759,               0.016089,               0.012753,               0.005086,                0.59584,                0.48567,                 0.4886,                0.32531,                0.59073,                0.48548,                0.48128,                0.32438,               0.050635,               0.027525,               0.015719,               0.036333,               0.000925,               0.000925,               0.000925
                    277,               0.020304,               0.016297,               0.012922,              0.0048556,                0.56047,                0.50238,                0.48576,                0.32255,                 0.5626,                0.50031,                0.48103,                0.32312,               0.050466,               0.027483,               0.015668,               0.036295,               0.000892,               0.000892,               0.000892
                    278,               0.019995,               0.015969,               0.012915,              0.0048232,                0.56034,                0.50111,                0.48528,                 0.3198,                0.55973,                0.49756,                0.48142,                0.32112,                0.05031,               0.027569,                0.01573,                 0.0364,               0.000859,               0.000859,               0.000859
                    279,               0.020421,               0.015258,               0.012438,              0.0049326,                 0.6021,                0.47977,                0.48354,                0.32325,                0.60064,                0.47796,                0.47946,                0.32479,               0.050679,               0.027577,               0.015861,               0.036687,               0.000826,               0.000826,               0.000826
                    280,               0.020477,               0.016189,                0.01285,              0.0048975,                0.60533,                0.47156,                0.48296,                0.32394,                0.60648,                 0.4658,                0.47964,                0.32456,               0.050991,               0.027475,                0.01583,               0.036489,               0.000793,               0.000793,               0.000793
                    281,               0.019598,               0.015512,               0.012489,              0.0050186,                0.60524,                0.47676,                0.48122,                 0.3215,                0.60992,                0.47437,                0.48065,                 0.3251,               0.050993,               0.027461,               0.015739,               0.036234,                0.00076,                0.00076,                0.00076
                    282,               0.019926,               0.016179,               0.012605,              0.0049506,                0.61397,                0.47428,                0.48376,                0.32282,                0.62194,                0.47345,                0.48173,                0.32671,               0.051079,               0.027629,               0.015892,               0.035704,               0.000727,               0.000727,               0.000727
                    283,               0.020012,               0.015565,               0.012807,               0.004388,                0.59529,                 0.4937,                0.49052,                0.32705,                0.59547,                 0.4912,                0.48452,                0.32983,               0.050781,               0.027412,               0.015878,                0.03551,               0.000694,               0.000694,               0.000694
                    284,               0.020676,                0.01603,               0.012827,              0.0050043,                0.59427,                0.48738,                0.48874,                0.32713,                0.59749,                0.48618,                0.48466,                0.32853,               0.050786,               0.027467,               0.015735,               0.035925,               0.000661,               0.000661,               0.000661
                    285,               0.020226,               0.015478,               0.013005,              0.0047241,                0.58661,                0.49116,                0.48787,                0.32465,                0.59325,                0.48742,                0.48374,                0.32535,               0.050776,               0.027682,               0.015671,               0.036272,               0.000628,               0.000628,               0.000628
                    286,               0.019577,               0.015448,               0.012864,              0.0044016,                0.60088,                0.49741,                0.48921,                0.32583,                0.60243,                0.48953,                0.48405,                0.32701,                0.05047,               0.027446,               0.015705,               0.036236,               0.000595,               0.000595,               0.000595
                    287,               0.019653,               0.015447,               0.012554,               0.004447,                0.61256,                0.49581,                0.49115,                0.32704,                0.60643,                0.49011,                0.48531,                0.32935,               0.050583,               0.027721,               0.015718,               0.036467,               0.000562,               0.000562,               0.000562
                    288,               0.019933,               0.015347,                 0.0124,              0.0044597,                0.60187,                0.49159,                0.49083,                0.32634,                0.60247,                 0.4891,                0.48546,                0.32857,               0.050613,               0.027705,               0.015769,               0.036196,               0.000529,               0.000529,               0.000529
                    289,                0.01962,               0.015538,                 0.0127,              0.0045232,                0.57875,                0.50023,                0.48849,                0.32698,                0.57851,                0.49607,                0.48372,                0.32758,                0.05062,               0.027621,               0.015716,               0.036369,               0.000496,               0.000496,               0.000496
                    290,               0.019418,                0.01603,               0.013184,              0.0043684,                0.57201,                0.50023,                 0.4894,                0.32736,                0.57212,                0.49454,                0.48426,                0.32799,               0.050599,               0.027633,               0.015624,               0.036396,               0.000463,               0.000463,               0.000463
                    291,               0.019477,               0.015564,               0.012422,              0.0044683,                0.57994,                 0.5001,                0.48906,                0.32538,                0.58188,                0.49525,                0.48379,                 0.3269,               0.050625,               0.027543,               0.015639,               0.036442,                0.00043,                0.00043,                0.00043
                    292,                0.01948,               0.015994,               0.012943,              0.0045047,                0.59716,                0.48823,                0.49068,                0.32518,                 0.5957,                0.48165,                0.48297,                0.32607,               0.050798,               0.027719,               0.015693,               0.036536,               0.000397,               0.000397,               0.000397
                    293,               0.019491,               0.016122,               0.012781,              0.0045383,                0.59209,                0.49025,                0.49178,                0.32597,                0.58894,                0.48619,                0.48319,                0.32571,               0.050668,               0.027744,               0.015737,               0.036591,               0.000364,               0.000364,               0.000364
                    294,               0.019483,               0.015892,               0.012785,              0.0040233,                0.58403,                 0.4899,                0.49101,                0.32542,                0.58199,                0.48562,                0.48353,                0.32629,               0.050566,               0.027753,               0.015802,               0.036603,               0.000331,               0.000331,               0.000331
                    295,               0.019932,               0.015773,               0.012916,               0.004252,                0.60733,                0.47755,                0.49474,                0.32666,                0.60524,                0.47455,                0.48446,                0.32857,               0.050785,               0.027848,               0.015793,               0.036654,               0.000298,               0.000298,               0.000298
                    296,                 0.0195,               0.015249,               0.012358,              0.0040468,                0.60708,                0.47945,                0.49363,                0.32671,                0.60294,                0.47773,                0.48504,                0.32999,                0.05089,               0.027893,               0.015812,               0.036487,               0.000265,               0.000265,               0.000265
                    297,               0.019854,               0.015452,               0.012374,              0.0044557,                0.60278,                0.48023,                0.49186,                0.32707,                0.60032,                0.47662,                0.48417,                0.32985,               0.050815,               0.027813,                0.01585,               0.036485,               0.000232,               0.000232,               0.000232
                    298,               0.019471,                0.01565,                0.01259,              0.0040462,                0.59302,                0.47563,                0.48986,                 0.3261,                0.58958,                 0.4702,                0.48329,                0.32812,               0.050683,                0.02781,               0.015894,                0.03653,               0.000199,               0.000199,               0.000199
                    299,               0.019301,               0.015291,               0.012614,              0.0044685,                0.58665,                0.48635,                0.49018,                0.32645,                 0.5905,                0.48101,                0.48502,                0.32826,                 0.0505,               0.027746,               0.015881,               0.036442,               0.000166,               0.000166,               0.000166
                    300,                0.60398,                0.48148,                0.49367,                0.32674,                0.59903,                0.47822,                0.48503,                0.32998,               0.050893,               0.027895,               0.015812,               0.036481
