                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    100,               0.034195,               0.023024,               0.018902,                0.01451,                0.47483,                0.44906,                0.41061,                0.23666,                0.47503,                0.44368,                0.40146,                0.24881,               0.054067,               0.026814,               0.014595,               0.041232,               0.006733,               0.006733,               0.006733
                    101,               0.033878,               0.023596,               0.019107,               0.014332,                0.52692,                 0.4402,                0.42775,                0.25268,                0.51538,                0.44256,                0.42242,                0.26841,               0.053276,                0.02667,                0.01413,               0.038624,                 0.0067,                 0.0067,                 0.0067
                    102,               0.033524,               0.023196,               0.019152,                0.01336,                0.55144,                0.43141,                0.41503,                 0.2356,                0.54483,                0.42723,                0.41176,                0.25214,               0.053052,               0.027063,               0.013865,               0.038453,               0.006667,               0.006667,               0.006667
                    103,               0.033664,               0.022795,               0.018563,               0.013535,                0.54776,                0.42873,                0.42196,                0.24287,                0.50018,                 0.4527,                 0.4165,                0.25873,               0.054193,               0.026584,               0.014001,               0.039452,               0.006634,               0.006634,               0.006634
                    104,               0.033145,                 0.0226,               0.018733,               0.014783,                0.53754,                0.42517,                0.39903,                0.22819,                0.53309,                0.41158,                0.38765,                 0.2337,               0.053284,               0.028103,                0.01433,               0.040737,               0.006601,               0.006601,               0.006601
                    105,               0.033558,               0.023305,               0.018604,               0.014407,                0.50874,                0.41669,                0.40513,                0.23699,                0.51762,                0.41109,                0.40582,                0.24786,               0.055292,               0.027729,               0.014225,               0.043672,               0.006568,               0.006568,               0.006568
                    106,               0.033765,               0.023318,               0.018559,               0.012874,                0.50657,                0.40398,                0.38059,                0.21992,                0.49875,                0.39839,                0.37677,                0.22584,               0.057092,               0.030682,               0.015182,               0.042352,               0.006535,               0.006535,               0.006535
                    107,               0.033364,               0.023349,               0.018546,               0.013322,                 0.5583,                0.45629,                 0.4525,                0.26609,                0.55546,                0.45361,                0.44633,                0.27884,               0.052575,               0.025757,               0.014206,               0.036429,               0.006502,               0.006502,               0.006502
                    108,               0.033347,               0.022953,               0.018379,               0.013264,                0.55155,                0.44277,                0.43646,                 0.2463,                0.55772,                0.44476,                0.43839,                0.26773,               0.052246,                 0.0263,                0.01423,                0.03764,               0.006469,               0.006469,               0.006469
                    109,                0.03281,               0.022402,               0.018224,               0.013212,                0.51588,                 0.4284,                0.40887,                   0.24,                0.52313,                 0.4267,                0.41096,                0.25396,                 0.0518,               0.027196,               0.014015,               0.038239,               0.006436,               0.006436,               0.006436
                    110,               0.032788,               0.023395,               0.018521,               0.013828,                0.47003,                0.42078,                0.38394,                0.22212,                0.46869,                0.40727,                0.37714,                 0.2253,               0.054578,               0.031226,                0.01481,               0.043909,               0.006403,               0.006403,               0.006403
                    111,               0.032603,               0.023023,               0.018164,               0.013308,                  0.541,                0.45482,                0.42656,                 0.2501,                 0.5362,                0.45191,                0.41724,                0.25532,               0.052396,               0.027245,               0.014207,               0.038702,                0.00637,                0.00637,                0.00637
                    112,               0.032624,                0.02317,                0.01859,               0.012769,                0.50972,                0.45888,                0.41525,                0.24337,                0.51621,                0.45862,                0.41661,                0.25842,               0.051883,               0.025759,               0.014151,               0.039148,               0.006337,               0.006337,               0.006337
                    113,               0.032454,               0.022663,               0.018436,               0.013159,                0.51585,                0.45473,                0.42815,                0.25263,                0.50949,                0.45071,                0.42097,                 0.2612,               0.053415,               0.028234,               0.014142,               0.040294,               0.006304,               0.006304,               0.006304
                    114,               0.032255,               0.022028,               0.017848,                0.01314,                0.52943,                0.44869,                0.42961,                0.25089,                0.53709,                0.43357,                0.42394,                0.26042,               0.053619,               0.027908,               0.014087,               0.038302,               0.006271,               0.006271,               0.006271
                    115,               0.032706,               0.022461,               0.018177,               0.012773,                0.54238,                0.43504,                0.42124,                0.24684,                0.54035,                0.43089,                0.41647,                0.25551,               0.053783,               0.027492,               0.014314,               0.039427,               0.006238,               0.006238,               0.006238
                    116,                0.03165,               0.021882,               0.017936,               0.012231,                0.54769,                0.43628,                0.42543,                0.25256,                0.54756,                0.43517,                0.42346,                 0.2574,               0.053414,               0.027786,               0.014473,               0.039503,               0.006205,               0.006205,               0.006205
                    117,               0.032108,               0.022039,                0.01828,                0.01278,                0.52021,                0.45271,                0.42771,                0.25726,                0.52547,                 0.4505,                0.42795,                0.26858,               0.052234,               0.027727,               0.014186,                0.03845,               0.006172,               0.006172,               0.006172
                    118,               0.031437,                0.02239,               0.017958,               0.013101,                 0.5909,                0.43011,                0.44591,                 0.2696,                0.58704,                0.43371,                0.44439,                 0.2779,               0.052707,               0.027656,               0.014137,               0.038227,               0.006139,               0.006139,               0.006139
                    119,               0.031556,               0.021011,               0.017404,                0.01348,                0.56696,                0.46102,                0.44607,                0.27003,                0.56362,                0.45555,                0.43969,                0.27785,               0.052669,               0.028291,               0.014721,               0.038218,               0.006106,               0.006106,               0.006106
                    120,               0.032067,               0.021689,                0.01789,               0.011739,                0.55589,                0.46126,                0.44199,                0.26146,                0.55586,                0.45288,                0.43727,                0.27386,               0.052815,               0.026583,               0.014558,               0.036856,               0.006073,               0.006073,               0.006073
                    121,               0.031918,               0.021867,               0.017844,               0.012913,                0.51131,                 0.4186,                0.39791,                0.23795,                0.51358,                0.41804,                0.39552,                0.24802,               0.052404,               0.027963,               0.014816,               0.040437,                0.00604,                0.00604,                0.00604
                    122,                 0.0314,               0.021991,               0.017979,                0.01205,                0.50004,                0.44726,                0.41089,                0.24004,                0.51117,                0.43449,                0.41233,                0.25266,               0.052633,               0.026982,               0.014707,               0.040194,               0.006007,               0.006007,               0.006007
                    123,                 0.0315,               0.021705,               0.017462,               0.012756,                0.56245,                0.46864,                0.44995,                0.27065,                0.55727,                0.46523,                0.44686,                0.27991,                0.05155,               0.026275,               0.014114,               0.035674,               0.005974,               0.005974,               0.005974
                    124,               0.031481,               0.022374,               0.017661,               0.011737,                 0.5316,                0.44038,                 0.4196,                0.24731,                0.53533,                0.43457,                0.41797,                0.25712,                0.05135,               0.027234,               0.014062,               0.038412,               0.005941,               0.005941,               0.005941
                    125,               0.031373,               0.022003,               0.017511,               0.011641,                0.53621,                0.45362,                0.43731,                0.26355,                0.52979,                0.45248,                0.43134,                0.27327,               0.051483,               0.026225,               0.014149,               0.037074,               0.005908,               0.005908,               0.005908
                    126,               0.031237,               0.021922,               0.017774,               0.011627,                0.53673,                0.44506,                0.42693,                0.25423,                0.55108,                 0.4387,                0.42676,                0.27093,               0.053014,               0.026502,               0.014524,               0.039369,               0.005875,               0.005875,               0.005875
                    127,               0.031173,               0.021346,               0.017351,               0.012195,                 0.5748,                0.43223,                0.44968,                0.27754,                 0.5738,                 0.4295,                0.44478,                0.28461,               0.053163,               0.026695,               0.014809,               0.037792,               0.005842,               0.005842,               0.005842
                    128,                0.03193,               0.021136,               0.017044,               0.011725,                0.54392,                0.45584,                0.43841,                0.26312,                 0.5249,                 0.4483,                0.42868,                0.27148,               0.053283,               0.027886,               0.014109,               0.038394,               0.005809,               0.005809,               0.005809
                    129,               0.031492,               0.021665,               0.017296,               0.011787,                0.59012,                0.45778,                0.45352,                0.27655,                0.58727,                0.45922,                0.45019,                 0.2888,               0.051671,                0.02666,               0.014386,               0.037164,               0.005776,               0.005776,               0.005776
                    130,                0.03114,               0.021649,               0.017097,               0.011195,                0.52239,                 0.4607,                0.42652,                0.25452,                0.52301,                0.46108,                0.42238,                0.26504,               0.051014,               0.027591,               0.014826,               0.039536,               0.005743,               0.005743,               0.005743
                    131,               0.031501,               0.021368,               0.017824,               0.010985,                0.53308,                0.46661,                0.44603,                0.27047,                0.54865,                0.45434,                0.44432,                0.28075,               0.051484,               0.027129,               0.014482,               0.037592,                0.00571,                0.00571,                0.00571
                    132,               0.030615,               0.021007,               0.017621,               0.012653,                 0.5587,                0.43442,                0.43457,                0.25398,                0.54643,                0.44017,                0.43079,                0.26248,               0.051973,               0.027119,               0.014818,               0.038087,               0.005677,               0.005677,               0.005677
                    133,               0.030516,               0.021186,               0.017201,               0.010662,                0.53659,                0.44427,                0.43052,                0.25838,                0.53181,                0.44092,                0.42376,                0.27315,               0.053284,               0.027919,               0.015117,               0.037531,               0.005644,               0.005644,               0.005644
                    134,               0.030459,               0.021208,               0.017698,               0.010604,                0.55665,                0.43646,                0.42878,                0.25885,                 0.5578,                0.43764,                0.42582,                0.26774,               0.051781,               0.027419,               0.014987,               0.038033,               0.005611,               0.005611,               0.005611
                    135,               0.030387,               0.021731,               0.017588,               0.011149,                  0.552,                0.43254,                0.41785,                0.25271,                0.55405,                 0.4231,                0.41363,                0.25994,               0.051156,               0.027237,               0.014611,               0.039551,               0.005578,               0.005578,               0.005578
                    136,               0.030135,               0.020923,                0.01705,                0.01082,                0.53488,                0.47288,                0.44462,                0.27145,                0.52899,                0.46304,                0.43506,                0.27552,               0.051379,               0.025973,               0.014395,               0.038123,               0.005545,               0.005545,               0.005545
                    137,               0.029804,               0.020811,               0.016854,               0.011046,                0.55032,                0.40599,                 0.4092,                 0.2484,                0.53137,                0.40912,                0.40754,                0.25648,               0.052107,               0.027077,               0.014442,               0.041667,               0.005512,               0.005512,               0.005512
                    138,               0.030406,               0.021324,               0.016963,               0.011439,                0.55021,                0.48131,                0.45614,                 0.2809,                0.54624,                0.47435,                 0.4497,                 0.2886,               0.051035,               0.026102,               0.014336,               0.038386,               0.005479,               0.005479,               0.005479
                    139,               0.030221,               0.021133,               0.017491,               0.011156,                0.53204,                0.46634,                0.43178,                0.25952,                0.52731,                0.45228,                0.42196,                0.26762,               0.050897,               0.027351,               0.014094,               0.038555,               0.005446,               0.005446,               0.005446
                    140,               0.030114,               0.020971,                0.01707,               0.011752,                0.58675,                0.46044,                0.44833,                0.27672,                 0.5894,                0.45489,                0.44284,                0.28672,               0.051904,               0.026777,               0.014363,               0.038842,               0.005413,               0.005413,               0.005413
                    141,               0.029864,               0.021649,                0.01725,               0.010541,                0.53231,                 0.4717,                0.43439,                0.26426,                0.52574,                0.46405,                0.42652,                0.27449,               0.051294,               0.027242,               0.014406,               0.038551,                0.00538,                0.00538,                0.00538
                    142,               0.030147,               0.020585,               0.017098,               0.011381,                0.57348,                 0.4392,                0.42967,                0.26186,                0.56076,                0.43215,                0.42067,                0.26961,               0.051775,               0.028032,               0.015032,               0.038969,               0.005347,               0.005347,               0.005347
                    143,               0.030435,               0.020553,               0.016512,               0.010922,                 0.5815,                0.44175,                0.44798,                0.27173,                0.57249,                0.43702,                0.44053,                 0.2835,                0.05367,               0.026835,               0.014892,               0.038605,               0.005314,               0.005314,               0.005314
                    144,               0.029618,               0.020885,               0.016956,               0.010885,                0.58002,                0.46525,                0.45491,                0.27619,                0.59378,                0.45287,                0.44777,                0.28711,               0.051599,               0.026145,               0.014594,               0.037583,               0.005281,               0.005281,               0.005281
                    145,               0.029191,               0.020161,               0.017145,               0.011099,                0.57854,                0.45682,                0.44787,                0.26984,                 0.5755,                 0.4507,                0.43957,                0.27824,               0.051605,               0.027128,               0.014207,                0.03913,               0.005248,               0.005248,               0.005248
                    146,               0.029969,               0.020432,               0.016561,               0.010313,                0.56893,                0.46755,                0.46062,                0.28643,                0.56827,                0.46509,                0.45963,                0.29025,               0.052174,               0.027809,               0.014375,               0.037272,               0.005215,               0.005215,               0.005215
                    147,               0.029144,               0.020249,               0.016871,              0.0098042,                0.59231,                0.46225,                0.46163,                0.28733,                0.57123,                   0.47,                0.45991,                0.29689,               0.052097,               0.027096,               0.014599,               0.037052,               0.005182,               0.005182,               0.005182
                    148,               0.029322,               0.020761,               0.016923,               0.010096,                0.54992,                0.47369,                0.45356,                  0.278,                0.54517,                0.46886,                0.44901,                  0.286,               0.052014,               0.027666,               0.014603,               0.037837,               0.005149,               0.005149,               0.005149
                    149,               0.029396,               0.020562,               0.017008,               0.010612,                0.55449,                0.45343,                0.44629,                0.28007,                0.57353,                0.44335,                0.44115,                0.28827,               0.051412,               0.027388,               0.014797,               0.040146,               0.005116,               0.005116,               0.005116
                    150,               0.028973,               0.020216,               0.016455,              0.0097966,                0.56904,                0.46227,                0.45177,                0.28348,                0.56188,                0.46982,                0.44914,                 0.2886,               0.051981,               0.026478,               0.014443,               0.038179,               0.005083,               0.005083,               0.005083
                    151,               0.028901,               0.020199,               0.016622,              0.0094334,                0.55622,                0.46941,                0.44868,                0.27735,                0.55316,                0.47075,                0.44452,                0.28588,               0.050788,               0.026301,               0.014372,               0.038403,                0.00505,                0.00505,                0.00505
                    152,               0.029051,               0.019488,               0.015862,               0.010003,                 0.5446,                 0.4345,                0.43553,                0.26551,                0.52106,                0.44859,                0.43155,                0.27317,               0.051692,               0.026638,                0.01457,               0.038967,               0.005017,               0.005017,               0.005017
                    153,               0.029178,               0.020157,               0.016407,               0.010324,                0.55892,                0.46396,                0.46041,                0.28455,                0.56033,                0.46267,                0.46164,                 0.2943,               0.051501,               0.026821,               0.014883,               0.038103,               0.004984,               0.004984,               0.004984
                    154,               0.029625,               0.020377,               0.016419,               0.010365,                0.58961,                0.43699,                 0.4398,                0.27131,                0.58886,                0.43793,                0.43744,                 0.2744,               0.051456,               0.027141,               0.014738,               0.037425,               0.004951,               0.004951,               0.004951
                    155,               0.029339,               0.020473,               0.016337,               0.011003,                0.56049,                 0.4614,                0.45191,                0.28099,                0.55973,                0.45831,                0.44553,                0.28592,               0.051432,               0.026572,               0.014746,               0.038399,               0.004918,               0.004918,               0.004918
                    156,               0.029007,               0.021097,               0.016516,              0.0099674,                0.51671,                0.44595,                 0.4273,                0.26879,                0.53758,                0.44027,                0.42794,                0.27476,               0.051269,               0.026983,               0.015113,               0.037966,               0.004885,               0.004885,               0.004885
                    157,               0.028761,               0.019751,               0.016414,              0.0095747,                0.55417,                0.43915,                0.43165,                0.26676,                0.56061,                0.43391,                0.42534,                0.27439,               0.052218,               0.026729,               0.014743,               0.040079,               0.004852,               0.004852,               0.004852
                    158,               0.028926,                0.01984,               0.016043,               0.010037,                0.56283,                0.42878,                0.43441,                0.26845,                 0.5725,                0.42096,                0.42752,                 0.2691,               0.053114,               0.028876,                0.01461,               0.039141,               0.004819,               0.004819,               0.004819
                    159,               0.028301,               0.020071,               0.016679,              0.0091783,                0.59079,                0.45386,                 0.4579,                0.28602,                0.58906,                0.44729,                0.45293,                0.28929,               0.052257,               0.027012,               0.014183,               0.037841,               0.004786,               0.004786,               0.004786
                    160,               0.028089,               0.019907,               0.016285,              0.0096533,                0.59969,                0.46037,                0.46651,                0.29261,                0.59476,                0.45801,                0.46176,                0.30091,               0.051841,               0.026597,               0.014361,               0.036739,               0.004753,               0.004753,               0.004753
                    161,               0.028147,               0.020323,                0.01664,              0.0096213,                0.59439,                0.44342,                0.44996,                  0.282,                0.59634,                0.43435,                0.44272,                0.28826,               0.052592,               0.027524,               0.014793,               0.037336,                0.00472,                0.00472,                0.00472
                    162,               0.028351,                0.01969,               0.016311,              0.0094884,                0.55247,                0.45527,                0.44429,                0.27344,                0.55739,                0.44116,                0.44067,                0.28426,               0.051769,               0.026556,               0.014684,               0.038177,               0.004687,               0.004687,               0.004687
                    163,               0.028481,                0.02059,               0.016462,                 0.0102,                 0.5716,                 0.4569,                0.45666,                0.28485,                0.56371,                0.45317,                0.45128,                0.28929,               0.051974,               0.026083,               0.014342,               0.037727,               0.004654,               0.004654,               0.004654
                    164,               0.027971,               0.020036,               0.016053,               0.010141,                0.56817,                 0.4154,                0.42787,                 0.2623,                0.58394,                0.40334,                0.42318,                0.26665,               0.053064,                0.02852,               0.014833,                 0.0383,               0.004621,               0.004621,               0.004621
                    165,               0.028055,               0.019783,               0.016128,               0.010415,                0.55338,                0.43663,                0.42856,                 0.2576,                0.53554,                0.43959,                0.42739,                0.26226,               0.052359,               0.028162,               0.014771,               0.039072,               0.004588,               0.004588,               0.004588
                    166,               0.027515,               0.020019,               0.016221,              0.0091305,                0.58685,                0.43712,                0.45407,                0.28204,                0.58447,                0.42884,                0.44319,                0.28273,               0.051466,               0.027224,               0.014862,               0.038858,               0.004555,               0.004555,               0.004555
                    167,               0.028051,               0.019761,               0.015994,               0.009395,                0.55931,                0.47088,                0.45532,                0.28251,                0.57665,                0.45958,                0.45403,                0.28845,               0.052161,               0.027416,               0.014491,               0.037529,               0.004522,               0.004522,               0.004522
                    168,               0.027626,               0.019709,               0.015626,              0.0081774,                0.58936,                0.43785,                0.43653,                0.27354,                0.58785,                0.44161,                0.43918,                0.28442,               0.052497,               0.027823,               0.015274,               0.038465,               0.004489,               0.004489,               0.004489
                    169,               0.027288,               0.019309,               0.015739,              0.0085339,                0.57409,                0.46225,                  0.465,                0.29598,                0.57147,                0.45777,                0.45795,                0.30218,               0.050794,               0.027129,               0.014438,               0.037768,               0.004456,               0.004456,               0.004456
                    170,                0.02731,               0.019797,               0.016009,              0.0090003,                0.57049,                 0.4784,                0.46363,                0.29403,                0.58484,                0.47433,                0.46228,                0.30303,               0.051618,               0.027734,               0.014437,               0.039242,               0.004423,               0.004423,               0.004423
                    171,               0.027779,               0.020096,                0.01613,              0.0091305,                0.56495,                0.47557,                0.45893,                0.28901,                0.56067,                0.47163,                0.45251,                0.29471,               0.050751,               0.027156,               0.014662,               0.037692,                0.00439,                0.00439,                0.00439
                    172,               0.026922,               0.019083,               0.015584,              0.0091304,                0.60671,                0.46692,                0.47344,                0.29696,                0.59876,                0.46547,                0.46581,                0.30273,               0.050928,               0.027804,               0.014416,               0.036474,               0.004357,               0.004357,               0.004357
                    173,               0.027524,               0.019919,               0.016216,              0.0091217,                0.60219,                 0.4593,                0.46281,                0.28843,                0.59761,                0.45381,                0.45511,                0.29147,               0.050281,               0.026661,               0.014506,               0.037313,               0.004324,               0.004324,               0.004324
                    174,               0.027623,               0.019759,               0.015853,              0.0094687,                0.56506,                0.48247,                0.47344,                0.29362,                0.56231,                0.47886,                0.46919,                 0.3032,               0.050928,               0.026441,               0.014517,               0.035843,               0.004291,               0.004291,               0.004291
                    175,               0.028044,               0.019778,               0.016284,              0.0087537,                0.55528,                 0.4578,                0.44476,                0.28019,                0.57312,                 0.4516,                0.44221,                0.28585,               0.052377,               0.027343,               0.015218,               0.038716,               0.004258,               0.004258,               0.004258
                    176,               0.027494,               0.019367,               0.015914,              0.0087503,                0.57092,                0.47387,                0.45971,                0.28872,                0.58605,                0.45906,                0.45528,                0.29541,               0.052135,               0.026802,               0.014947,               0.037683,               0.004225,               0.004225,               0.004225
                    177,               0.027912,               0.018844,               0.015552,              0.0089205,                0.54912,                0.46939,                0.45939,                0.29061,                0.55331,                0.46486,                0.45056,                0.29463,               0.051461,               0.027621,               0.014778,               0.037643,               0.004192,               0.004192,               0.004192
                    178,               0.026446,               0.019374,               0.015746,              0.0093195,                0.56863,                0.45339,                0.45394,                0.28595,                0.56136,                0.44418,                0.44136,                0.28677,               0.050967,               0.027457,               0.014847,               0.038395,               0.004159,               0.004159,               0.004159
                    179,               0.026556,               0.018919,               0.015491,              0.0088072,                0.57891,                 0.4422,                0.44726,                0.28272,                0.58352,                0.43871,                0.44474,                0.28831,               0.050942,               0.026836,               0.014911,               0.038421,               0.004126,               0.004126,               0.004126
                    180,               0.026791,               0.018683,               0.015619,              0.0084548,                0.58146,                0.46666,                0.46411,                0.29381,                0.58355,                0.46346,                0.46151,                0.30039,               0.051278,               0.026564,               0.015077,                0.03783,               0.004093,               0.004093,               0.004093
                    181,               0.026698,               0.019083,               0.015498,              0.0082628,                0.53931,                0.46678,                0.44664,                0.27906,                0.53893,                0.46177,                0.44452,                 0.2878,               0.052618,               0.027753,                0.01515,               0.038365,                0.00406,                0.00406,                0.00406
                    182,               0.026802,               0.018917,               0.015337,              0.0087177,                0.57377,                0.46607,                0.45342,                0.28343,                0.57496,                0.46299,                0.44677,                0.29053,               0.052731,               0.027879,               0.015596,               0.037938,               0.004027,               0.004027,               0.004027
                    183,               0.026792,               0.019475,               0.015845,              0.0083252,                0.56886,                0.48809,                0.46964,                0.29264,                0.56971,                0.48909,                0.46643,                0.30128,               0.051153,               0.027111,                0.01489,               0.036259,               0.003994,               0.003994,               0.003994
                    184,               0.026343,               0.018457,                 0.0153,              0.0085643,                0.58262,                0.45328,                0.46576,                 0.3001,                0.58692,                0.45388,                0.46513,                0.30832,               0.051054,               0.026235,               0.015007,               0.037195,               0.003961,               0.003961,               0.003961
                    185,               0.026383,               0.018978,               0.015772,              0.0090131,                 0.5896,                0.46284,                0.45723,                0.29408,                0.59327,                0.46299,                0.45683,                0.29775,               0.051149,               0.026829,                0.01504,               0.037395,               0.003928,               0.003928,               0.003928
                    186,                0.02679,               0.018797,                0.01519,               0.009031,                0.56761,                0.46849,                0.46035,                0.29444,                0.56671,                0.46431,                0.45321,                 0.2972,               0.051759,               0.027358,               0.014799,               0.038061,               0.003895,               0.003895,               0.003895
                    187,               0.026165,               0.019729,               0.015446,               0.008707,                0.57599,                0.46197,                0.46299,                0.29536,                0.57838,                0.46126,                0.45414,                0.29857,               0.050987,               0.026399,                0.01459,               0.035941,               0.003862,               0.003862,               0.003862
                    188,               0.026036,               0.018548,               0.015234,               0.008674,                0.56932,                 0.4777,                0.46271,                0.29697,                0.56966,                 0.4735,                0.46039,                 0.3014,               0.051453,               0.026316,                0.01512,               0.035669,               0.003829,               0.003829,               0.003829
                    189,               0.026441,               0.019288,               0.015627,              0.0086428,                0.56283,                0.47106,                0.45567,                0.28844,                0.56717,                0.46628,                0.45236,                0.29301,               0.051453,               0.026456,               0.014733,               0.037528,               0.003796,               0.003796,               0.003796
                    190,               0.026421,               0.019105,               0.015264,              0.0084661,                0.55319,                0.48447,                0.45295,                 0.2908,                 0.5506,                0.47991,                0.45028,                0.29529,               0.051146,               0.026931,               0.014527,               0.038147,               0.003763,               0.003763,               0.003763
                    191,               0.026021,               0.018426,               0.015196,              0.0079107,                0.57241,                0.47085,                0.46507,                0.29478,                0.56551,                0.46737,                0.45807,                0.29792,               0.051364,               0.026913,                0.01468,               0.037698,                0.00373,                0.00373,                0.00373
                    192,               0.025908,               0.018334,               0.015203,              0.0083286,                 0.5881,                0.46238,                0.46758,                0.29339,                0.58538,                  0.457,                  0.458,                0.29982,               0.052077,               0.028058,                0.01478,               0.037151,               0.003697,               0.003697,               0.003697
                    193,               0.025725,               0.018285,               0.014852,              0.0082164,                0.53969,                 0.4753,                0.45074,                0.28404,                0.53711,                0.46596,                 0.4445,                0.29029,               0.050929,               0.027349,               0.014862,               0.038396,               0.003664,               0.003664,               0.003664
                    194,               0.025352,               0.018242,               0.014797,              0.0076498,                0.54986,                0.46152,                0.44429,                0.27678,                0.56639,                0.44712,                0.43602,                0.28416,               0.050989,               0.027352,               0.015004,               0.039091,               0.003631,               0.003631,               0.003631
                    195,               0.025701,                0.01836,               0.015121,              0.0079696,                0.57405,                0.46318,                0.45369,                0.28985,                  0.578,                0.46085,                0.45412,                0.29825,               0.051566,               0.026621,               0.015161,               0.037752,               0.003598,               0.003598,               0.003598
                    196,               0.025431,               0.018149,               0.015245,              0.0082696,                0.59981,                0.46215,                0.46645,                0.30164,                0.58989,                0.45595,                0.45882,                 0.3037,               0.050999,                0.02677,               0.015455,               0.036606,               0.003565,               0.003565,               0.003565
                    197,               0.025669,               0.018652,               0.015265,              0.0071915,                0.56865,                0.47894,                0.46143,                0.29872,                0.56503,                0.47697,                0.45631,                 0.3051,               0.051287,               0.026749,               0.015306,               0.038263,               0.003532,               0.003532,               0.003532
                    198,               0.025384,               0.018583,               0.015088,              0.0073632,                0.58331,                0.47622,                0.46669,                0.29846,                0.58729,                0.47329,                0.46302,                0.30911,               0.051092,               0.027318,               0.015246,                0.03693,               0.003499,               0.003499,               0.003499
                    199,               0.025434,               0.018572,               0.014995,              0.0071283,                 0.5605,                0.47194,                0.45708,                 0.2957,                0.55633,                0.46807,                0.45205,                0.30278,               0.050771,               0.026765,               0.015078,                0.03763,               0.003466,               0.003466,               0.003466
                    200,               0.025451,               0.018291,               0.014534,              0.0079224,                0.55466,                0.45245,                0.45936,                0.29494,                0.54897,                0.45018,                0.45258,                0.30172,                0.05025,               0.027075,               0.014852,               0.038155,               0.003433,               0.003433,               0.003433
                    201,               0.025461,               0.017706,               0.014832,              0.0078609,                0.54328,                0.48602,                0.46734,                0.30262,                0.54733,                0.47793,                0.46112,                 0.3037,                0.05077,               0.027867,               0.014773,               0.036621,                 0.0034,                 0.0034,                 0.0034
                    202,               0.024989,               0.018466,               0.014802,              0.0076233,                0.60001,                0.46717,                0.47224,                0.30649,                0.59654,                0.46731,                0.47008,                0.31425,               0.051119,               0.027443,               0.014918,               0.037336,               0.003367,               0.003367,               0.003367
                    203,               0.024626,                0.01802,               0.014614,              0.0078931,                 0.5867,                0.47243,                0.47313,                0.30374,                0.58662,                0.47281,                0.47062,                0.30752,                0.05143,               0.027262,               0.015267,               0.037952,               0.003334,               0.003334,               0.003334
                    204,                0.02508,               0.018655,               0.014771,              0.0078844,                0.59323,                0.47779,                0.47622,                 0.3072,                0.59673,                0.47687,                0.47518,                0.31213,               0.051684,                0.02766,               0.015054,               0.037452,               0.003301,               0.003301,               0.003301
                    205,               0.025242,               0.018821,                0.01498,              0.0077131,                0.58524,                0.48198,                0.47575,                0.30396,                0.57472,                0.48114,                0.46988,                0.30622,               0.050046,               0.027178,               0.014773,               0.036882,               0.003268,               0.003268,               0.003268
                    206,               0.024122,               0.017259,               0.014494,              0.0074193,                0.59367,                0.45776,                0.46329,                 0.2958,                0.58941,                0.45296,                0.45965,                0.29856,               0.050255,               0.026957,               0.015025,                0.03665,               0.003235,               0.003235,               0.003235
                    207,               0.025164,               0.017586,                0.01443,               0.007139,                0.55232,                 0.4732,                0.46208,                0.29839,                 0.5744,                0.46015,                0.45827,                0.30184,               0.050979,               0.027877,               0.015286,               0.036821,               0.003202,               0.003202,               0.003202
                    208,               0.025217,               0.018715,               0.015043,              0.0071931,                0.56671,                0.47839,                0.46728,                0.30002,                0.56456,                0.47739,                0.46471,                0.30658,               0.051225,               0.026355,               0.015189,               0.036711,               0.003169,               0.003169,               0.003169
                    209,               0.024414,               0.018029,               0.014557,               0.007777,                 0.5619,                0.47927,                0.46148,                 0.2959,                 0.5619,                0.47577,                0.46019,                 0.3006,               0.052013,               0.028049,               0.015281,               0.037586,               0.003136,               0.003136,               0.003136
                    210,               0.024409,               0.017816,               0.014281,              0.0069543,                0.58296,                0.48047,                0.47688,                0.30481,                0.58333,                0.47576,                0.47218,                0.31139,               0.050936,               0.027208,               0.015255,               0.036485,               0.003103,               0.003103,               0.003103
                    211,                0.02431,               0.018096,               0.014679,              0.0076077,                0.60388,                0.46152,                0.46779,                 0.2993,                0.59883,                0.45873,                0.46259,                0.30324,               0.051454,               0.027284,               0.015443,               0.037006,                0.00307,                0.00307,                0.00307
                    212,               0.024846,               0.017948,               0.014569,              0.0073887,                0.57349,                0.48461,                0.46501,                0.30051,                0.57016,                0.48437,                0.46274,                0.30567,                0.05162,               0.027183,               0.015407,               0.037858,               0.003037,               0.003037,               0.003037
                    213,               0.024368,               0.017825,               0.014241,              0.0071218,                0.57056,                 0.4599,                0.45704,                0.29505,                0.57081,                0.45501,                0.45068,                0.29947,               0.051587,               0.027641,               0.015295,               0.037618,               0.003004,               0.003004,               0.003004
                    214,               0.024027,               0.017878,               0.014371,              0.0079969,                0.57507,                0.45644,                 0.4537,                0.29451,                0.57695,                0.45465,                0.44979,                0.29675,                0.05189,               0.027872,               0.015287,               0.037711,               0.002971,               0.002971,               0.002971
